,Make,Model,Registration,Location,Transmission,Seats,Fuel_Type,Fuel_Eco,Insurance_Group,CO2,Milage,Year,Price(£),Price_diff,Price on New(£),Price per month,APR,Reserved,URL
374,Fiat,500 1.2 Lounge,BU19NTG,Cannock,Manual,4,Petrol,51,8U,116,11122,2019,10299,3241.0,13540.0,2.07,7.9,False,https://www.availablecar.com/used-cars/fiat-500-53418
375,Fiat,500 1.2 S 3dr 16in,CF68AON,Cannock,Manual,4,Petrol,45,8U,129,16157,2018,10299,3191.0,13490.0,2.07,7.9,False,https://www.availablecar.com/used-cars/fiat-500-53212
376,Vauxhall,Corsa 1.4T 150 Red Edition,YM67XJA,Castle Donnington,Manual,5,Petrol,49,21E,132,44550,2018,10299,8166.0,18465.0,2.07,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-52772
377,Ford,Fiesta 1.25 Zetec Nav,CP17OYH,Sutton in Ashfield,Manual,5,Petrol,54,7E,122,17608,2017,10299,3441.0,13740.0,2.07,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-51799
378,Skoda,Rapid Spaceback 1.4 TDI 90 S,AJ66NXT,Sutton in Ashfield,Manual,5,Diesel,74,14E,101,21926,2017,10299,5601.0,15900.0,2.07,7.9,False,https://www.availablecar.com/used-cars/skoda-rapid-spaceback-51448
379,Vauxhall,Corsa 1.4 75 Energy,FE19XCF,Castle Donnington,Manual,5,Petrol,44,3E,128,14613,2019,10299,4301.0,14600.0,2.07,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-44472
380,Citroen,C4 Cactus 1.2 PureTech 82 Flair,YW16RNY,Cannock,Manual,5,Petrol,61,10E,107,32247,2016,10299,5911.0,16210.0,2.07,7.9,True,https://www.availablecar.com/used-cars/citroen-c4-cactus-42113
381,Renault,Clio 0.9 TCE 90 Dynamique Nav,CK18XWR,Cannock,Manual,5,Petrol,60,7E,105,42711,2018,10399,4931.0,15330.0,209.01,7.9,False,https://www.availablecar.com/used-cars/renault-clio-61023
382,Toyota,Aygo 1.0 VVT-i X-Play 5dr,MF67YSA,Cannock,Automatic,4,Petrol,67,7E,97,10081,2017,10399,1031.0,11430.0,209.01,7.9,False,https://www.availablecar.com/used-cars/toyota-aygo-59063
383,Citroen,C1 1.0 VTi Flair,NL20EYP,Leeds,Manual,4,Petrol,52,8E,110,11727,2020,10399,3001.0,13400.0,209.01,7.9,False,https://www.availablecar.com/used-cars/citroen-c1-56066
384,Honda,Jazz 1.4 i-VTEC EX,YT15DHX,Sutton in Ashfield,Manual,5,Petrol,50,16E,129,6608,2015,10399,5541.0,15940.0,209.01,7.9,False,https://www.availablecar.com/used-cars/honda-jazz-55142
385,Fiat,500 1.2 S 3dr 16in,BG64BLG,Castle Donnington,Manual,4,Petrol,45,8U,129,11378,2018,10399,3091.0,13490.0,209.01,7.9,False,https://www.availablecar.com/used-cars/fiat-500-54011
386,Skoda,Fabia 1.2 TSI 90 Monte Carlo,VU66WKF,Cannock,Manual,5,Petrol,60,8E,107,40407,2016,10399,4546.0,14945.0,209.01,7.9,False,https://www.availablecar.com/used-cars/skoda-fabia-53496
387,Peugeot,2008 1.2 PureTech 110 Urban Cross,KN65FNG,Sutton in Ashfield,Manual,5,Petrol,60,18A,108,28328,2015,10399,6041.0,16440.0,209.01,7.9,False,https://www.availablecar.com/used-cars/peugeot-2008-51762
388,Fiat,500 1.2 Lounge,WD68HFM,Leeds,Manual,4,Petrol,46,8U,116,4269,2018,10399,2941.0,13340.0,209.01,7.9,True,https://www.availablecar.com/used-cars/fiat-500-51097
389,Vauxhall,Corsa 1.4 90 Sport,AV68JFZ,Leeds,Manual,5,Petrol,49,7E,131,20256,2018,10399,4941.0,15340.0,209.01,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-47514
390,Vauxhall,Adam 1.2 Rocks Air,AJ16JXH,Leeds,Manual,4,Petrol,53,3E,125,14665,2016,10399,5021.0,15420.0,209.01,7.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-47513
391,Kia,Picanto 1.25 2,BH19FYY,Leeds,Manual,5,Petrol,49,8E,129,5473,2019,10399,956.0,11355.0,209.01,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-45738
392,Vauxhall,Adam 1.2 Energised,YG68RPY,Castle Donnington,Manual,4,Petrol,50,2E,128,16545,2018,10399,4676.0,15075.0,209.01,7.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-45040
393,Ford,Fiesta 1.0 E/B 100 ST-Line Nav,AX17JJK,Sutton in Ashfield,Manual,5,Petrol,65,,99,39119,2017,10399,5591.0,15990.0,209.01,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-40136
394,Seat,Ibiza Coupe 1.2 TSI 110 FR Technology,DC66XLK,Sutton in Ashfield,Manual,5,Petrol,54,18E,119,39158,2017,10399,4831.0,15230.0,209.01,7.9,False,https://www.availablecar.com/used-cars/seat-ibiza-37586
395,Renault,Clio 0.9 TCE 90 Dynamique Nav,NL67UTC,Leeds,Manual,5,Petrol,60,7E,105,33770,2017,10399,4931.0,15330.0,209.01,7.9,False,https://www.availablecar.com/used-cars/renault-clio-36166
396,Vauxhall,Mokka 1.4T SE 5dr,SC16WRN,Leeds,Manual,5,Petrol,44,13E,145,41878,2016,10399,11325.0,21724.0,209.01,7.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-24566
397,Vauxhall,Astra 1.4T 150 SRi 5dr Privacy Glass 18in,FG17HDC,Leeds,Manual,5,Petrol,51,16E,128,51618,2017,10499,10121.0,20620.0,211.02,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-61676
398,Peugeot,308 SW 1.6 BlueHDi 120 Allure,KT16GVF,Castle Donnington,Manual,5,Diesel,85,21E,88,42524,2016,10499,11591.0,22090.0,211.02,7.9,False,https://www.availablecar.com/used-cars/peugeot-308-sw-61587
399,Hyundai,I40 Tourer 1.7 CRDi 115 Blue Drive S,YS66FHJ,Cannock,Manual,5,Diesel,67,13E,110,37320,2016,10499,10391.0,20890.0,211.02,7.9,False,https://www.availablecar.com/used-cars/hyundai-i40-61017
400,Peugeot,108 1.0 Allure 5dr,CV17NFX,Castle Donnington,Automatic,4,Petrol,67,7E,97,12140,2017,10499,1801.0,12300.0,211.02,7.9,False,https://www.availablecar.com/used-cars/peugeot-108-60067
401,Vauxhall,Corsa 1.4 90 SE,EY66ZHA,Castle Donnington,Manual,5,Petrol,55,6E,118,9871,2016,10499,3441.0,13940.0,211.02,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-56323
402,Skoda,Fabia 1.0 TSI 110 Monte Carlo,AJ18EEZ,Cannock,Manual,5,Petrol,64,11E,103,60027,2018,10499,6131.0,16630.0,211.02,7.9,False,https://www.availablecar.com/used-cars/skoda-fabia-52368
403,Hyundai,I10 1.0 Premium,CV69EWT,Sutton in Ashfield,Manual,5,Petrol,50,3D,127,8842,2019,10499,1606.0,12105.0,211.02,7.9,False,https://www.availablecar.com/used-cars/hyundai-i10-51798
404,Volkswagen,Polo 1.0 60 Match,GD16TUH,Cannock,Manual,5,Petrol,,7E,106,35453,2016,10499,3006.0,13505.0,211.02,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-51338
405,Vauxhall,Corsa 1.4 75 Griffin,HD19XBW,Leeds,Manual,5,Petrol,44,4E,128,29122,2019,10499,1701.0,12200.0,211.02,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-47528
406,Vauxhall,Corsa 1.4 75 Sport,OY68OZP,Sutton in Ashfield,Manual,5,Petrol,49,4E,131,12405,2018,10499,4596.0,15095.0,211.02,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-46811
407,Smart,Fortwo Cabrio 1.0 Prime Sport Premium,FM66AKO,Castle Donnington,Manual,2,Petrol,65,6E,99,17978,2016,10499,4846.0,15345.0,211.02,7.9,False,https://www.availablecar.com/used-cars/smart-fortwo-42094
408,Peugeot,208 1.2 PureTech 82 Allure,RV67LUB,Leeds,Manual,5,Petrol,62,10E,104,21189,2017,10499,5471.0,15970.0,211.02,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-31172
409,DS,DS3 1.2 PureTech 82 Connected Chic,LC17UUH,Castle Donnington,Manual,5,Petrol,61,15E,107,18678,2017,10499,5081.0,15580.0,211.02,7.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-26842
410,Renault,Clio 1.2 TCE Dynamique Nav,LX17WTN,Cannock,Manual,5,Petrol,53,14E,118,44663,2017,10599,5261.0,15860.0,213.03,7.9,False,https://www.availablecar.com/used-cars/renault-clio-58390
411,Renault,Captur 0.9 TCE 90 Dynamique Nav,HS17GUG,Castle Donnington,Manual,5,Petrol,55,9E,114,52091,2017,10599,5831.0,16430.0,213.03,7.9,False,https://www.availablecar.com/used-cars/renault-captur-57740
412,Citroen,C3 Picasso 1.2 PureTech 110 Platinum,BF17YHO,Cannock,Manual,5,Petrol,56,14E,115,19831,2017,10599,7321.0,17920.0,213.03,7.9,True,https://www.availablecar.com/used-cars/citroen-c3-picasso-56168
413,Kia,Picanto 1.25 2,FN69GZP,Sutton in Ashfield,Manual,5,Petrol,49,8E,129,9415,2019,10599,1076.0,11675.0,213.03,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-55064
414,Suzuki,Swift 1.0 Boosterjet SZ-T,KM18VPT,Castle Donnington,Manual,5,Petrol,61,25D,104,13698,2018,10599,3205.0,13804.0,213.03,7.9,True,https://www.availablecar.com/used-cars/suzuki-swift-54254
415,Peugeot,208 1.2 PureTech 82 Signature,MT68AYY,Leeds,Manual,5,Petrol,51,11E,110,21242,2018,10599,3866.0,14465.0,213.03,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-54228
416,Ford,Ka+ 1.2 Zetec White Edition 5dr City,BU67XUR,Castle Donnington,Manual,5,Petrol,56,5E,114,7984,2017,10599,631.0,11230.0,213.03,7.9,False,https://www.availablecar.com/used-cars/ford-ka-52945
417,Citroen,C1 1.0 VTi Origins,ML69XOW,Castle Donnington,Manual,4,Petrol,58,8E,109,8441,2019,10599,3196.0,13795.0,213.03,7.9,False,https://www.availablecar.com/used-cars/citroen-c1-51916
418,Vauxhall,Corsa 1.4 75 SRi,SA18MLL,Sutton in Ashfield,Manual,5,Petrol,55,3E,118,7408,2018,10599,2626.0,13225.0,213.03,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-50379
419,Vauxhall,Corsa 1.4 90 SRi Vx-line,VX67RJV,Cannock,Manual,5,Petrol,54,6E,120,12414,2017,10599,4096.0,14695.0,213.03,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-49936
420,Fiat,500 1.2 Collezione,YN68HYB,Leeds,Manual,4,Petrol,42,8U,122,20963,2018,10599,3241.0,13840.0,213.03,7.9,False,https://www.availablecar.com/used-cars/fiat-500-46273
421,Vauxhall,Astra 1.0T 105 Design 5dr 17in,DP68XCT,Leeds,Manual,5,Petrol,48,12E,107,42943,2018,10599,7551.0,18150.0,213.03,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-45221
422,Mini,One 1.2 5dr Pepper,SF65OFR,Cannock,Manual,5,Petrol,58,12E,112,43574,2015,10599,3881.0,14480.0,213.03,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-44971
423,Vauxhall,Astra 1.0T 105 Design,DP68XNB,Sutton in Ashfield,Manual,5,Petrol,48,12E,107,41356,2018,10599,7551.0,18150.0,213.03,7.9,False,https://www.availablecar.com/used-cars/vauxhall-astra-44078
424,Peugeot,208 1.2 PureTech 82 Active,DV67YZF,Sutton in Ashfield,Manual,5,Petrol,62,10E,104,12506,2017,10599,4171.0,14770.0,213.03,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-41695
425,Skoda,Fabia 1.2 TSI 110 SE L 5dr,LX65SYP,Cannock,Automatic,5,Petrol,60,12E,109,42815,2015,10599,5236.0,15835.0,213.03,7.9,True,https://www.availablecar.com/used-cars/skoda-fabia-41625
426,DS,DS3 1.2 PureTech 82 Connected Chic,MT67KBZ,Leeds,Manual,5,Petrol,61,15E,107,22955,2017,10599,5321.0,15920.0,213.03,7.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-39804
427,Ford,Focus 1.5 TDCi 120 Titanium Nav,CY15GHF,Cannock,Manual,5,Diesel,74,14E,98,40125,2015,10599,10341.0,20940.0,213.03,7.9,True,https://www.availablecar.com/used-cars/ford-focus-38456
428,Renault,Captur 0.9 TCE 90 Dynamique Nav,NL66WZM,Leeds,Manual,5,Petrol,55,9E,114,35069,2016,10599,5021.0,15620.0,213.03,7.9,False,https://www.availablecar.com/used-cars/renault-captur-37618
429,Fiat,500 1.2 Anniversario,KV67LTN,Leeds,Manual,4,Petrol,60,8U,110,33171,2017,10599,3471.0,14070.0,213.03,7.9,False,https://www.availablecar.com/used-cars/fiat-500-31446
430,Toyota,Aygo 1.0 VVT-i X-Trend,ND19GFZ,Castle Donnington,Manual,4,Petrol,56,7E,93,15057,2019,10599,1931.0,12530.0,213.03,7.9,False,https://www.availablecar.com/used-cars/toyota-aygo-29954
431,Dacia,Sandero Stepway 0.9 TCE 90 Comfort 5dr,CX68VUJ,Cannock,Manual,5,Petrol,44,9E,141,14057,2018,10599,,,213.03,7.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-11655
432,Renault,Captur 1.5 dCi 90 Dynamique MediaNav 5dr,CU15ZTS,Sutton in Ashfield,Automatic,5,Diesel,72,12E,103,42640,2015,10699,6841.0,17540.0,215.04,7.9,False,https://www.availablecar.com/used-cars/renault-captur-63077
433,Volkswagen,Polo 1.2 TSI 90 Match,BT16XES,Cannock,Manual,5,Petrol,,15E,107,44269,2016,10699,3951.0,14650.0,215.04,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-61672
434,Suzuki,Ignis 1.2 Dualjet SZ-T,KS18FYA,Leeds,Manual,4,Petrol,61,15E,104,25277,2018,10699,2105.0,12804.0,215.04,7.9,False,https://www.availablecar.com/used-cars/suzuki-ignis-59592
435,Nissan,Micra 1.0 Acenta 5dr,GL18UDG,Leeds,Manual,5,Petrol,61,1E,103,28459,2018,10699,3551.0,14250.0,215.04,7.9,False,https://www.availablecar.com/used-cars/nissan-micra-55652
436,Ford,Fiesta 1.0 E/B 140 ST-Line Nav,YS66CEO,Leeds,Manual,5,Petrol,62,19E,104,42719,2016,10699,6441.0,17140.0,215.04,7.9,False,https://www.availablecar.com/used-cars/ford-fiesta-52415
437,Volkswagen,Polo 1.0 75 Match,CF66CLV,Castle Donnington,Manual,5,Petrol,58,9E,108,38521,2017,10699,3666.0,14365.0,215.04,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-52117
438,Dacia,Sandero Stepway 0.9 TCe 90 Essential,DG68CVK,Sutton in Ashfield,Manual,5,Petrol,47,8E,141,17521,2018,10699,,,215.04,7.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-50994
439,Citroen,C3 1.2 PureTech 68 Feel,SK68UBR,Castle Donnington,Manual,5,Petrol,49,8E,113,36961,2018,10699,3101.0,13800.0,215.04,7.9,False,https://www.availablecar.com/used-cars/citroen-c3-46755
440,Vauxhall,Mokka 1.7 CDTi SE 5dr,CK64WOY,Castle Donnington,Manual,5,Diesel,62,14E,120,31243,2014,10699,11695.0,22394.0,215.04,7.9,False,https://www.availablecar.com/used-cars/vauxhall-mokka-44989
441,Ford,B-Max 1.0 E/B 125 Zetec,BV65UYW,Castle Donnington,Manual,5,Petrol,57,13E,114,9984,2015,10699,5341.0,16040.0,215.04,7.9,False,https://www.availablecar.com/used-cars/ford-b-max-40035
442,Citroen,C4 Cactus 1.6 BlueHDi Flair 5dr Pan,DG66HGA,Castle Donnington,Manual,5,Diesel,78,19A,95,44441,2016,10699,9041.0,19740.0,215.04,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-cactus-36294
443,Vauxhall,Corsa 1.4 75 SRi Nav,SA68HLJ,Sutton in Ashfield,Manual,5,Petrol,49,4E,131,4120,2018,10799,5896.0,16695.0,217.05,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-59550
444,Seat,Leon 2.0 TDI 150 FR,FL64JHK,Sutton in Ashfield,Manual,5,Diesel,68,20E,106,54477,2014,10799,10976.0,21775.0,217.05,7.9,True,https://www.availablecar.com/used-cars/seat-leon-55561
445,Volkswagen,Polo 1.2 TSI 110 SEL,SP64WME,Leeds,Manual,5,Petrol,57,19E,110,26780,2014,10799,5386.0,16185.0,217.05,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-55309
446,Mini,Paceman Cooper 1.6D All4 3dr Chili Pack Pan,LF64FXG,Leeds,Manual,4,Diesel,57,14E,123,41888,2014,10799,10546.0,21345.0,217.05,7.9,True,https://www.availablecar.com/used-cars/mini-paceman-55307
447,Dacia,Sandero Stepway 0.9 TCE 90 Ambiance 5dr,WJ68VSU,Castle Donnington,Manual,5,Petrol,47,8E,141,11865,2018,10799,,,217.05,7.9,False,https://www.availablecar.com/used-cars/dacia-sandero-stepway-54218
448,Honda,Jazz 1.3 i-VTEC SE,DP16FVE,Cannock,Manual,5,Petrol,56,13E,116,21020,2016,10799,4141.0,14940.0,217.05,7.9,False,https://www.availablecar.com/used-cars/honda-jazz-53763
449,Vauxhall,Corsa 1.4 90 SRi,DU18WUO,Cannock,Manual,5,Petrol,55,6E,118,20504,2018,10799,3271.0,14070.0,217.05,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-53633
450,Ford,Focus 1.0 E/B 125 Zetec,RX15ZFA,Cannock,Manual,5,Petrol,60,14E,108,17586,2015,10799,7941.0,18740.0,217.05,7.9,False,https://www.availablecar.com/used-cars/ford-focus-53213
451,Peugeot,208 1.2 PureTech 82 Allure,KN18EPD,Sutton in Ashfield,Manual,5,Petrol,58,10E,109,24858,2018,10799,5336.0,16135.0,217.05,7.9,True,https://www.availablecar.com/used-cars/peugeot-208-50131
452,Honda,Jazz 1.3 i-VTEC EXL,HV64TLN,Cannock,Manual,5,Petrol,50,,129,10274,2014,10799,6341.0,17140.0,217.05,7.9,False,https://www.availablecar.com/used-cars/honda-jazz-45442
453,Kia,Picanto 1.25 X-Line,BU18ZVD,Castle Donnington,Manual,5,Petrol,61,7E,106,18058,2018,10799,1601.0,12400.0,217.05,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-41935
454,Abarth,595 1.4 T-Jet 160 Turismo 3dr 17in Touring,WM16NUO,Sutton in Ashfield,Manual,4,Petrol,47,28U,139,27610,2016,10799,6517.0,17316.0,217.05,7.9,False,https://www.availablecar.com/used-cars/abarth-595-1461
455,Renault,Clio 0.9 TCE 75 Play,SW68TMY,Sutton in Ashfield,Manual,5,Petrol,47,8E,113,20350,2019,10899,2496.0,13395.0,219.06,7.9,False,https://www.availablecar.com/used-cars/renault-clio-59864
456,Ford,Fiesta 1.0 E/B 100 Titanium X 5dr,BN15BYD,Sutton in Ashfield,Automatic,5,Petrol,57,11E,114,34665,2015,10899,7191.0,18090.0,219.06,7.9,True,https://www.availablecar.com/used-cars/ford-fiesta-59546
457,Vauxhall,Corsa 1.4 90 SRi,DY18KHR,Castle Donnington,Manual,5,Petrol,55,6E,118,16611,2018,10899,3171.0,14070.0,219.06,7.9,False,https://www.availablecar.com/used-cars/vauxhall-corsa-56539
458,Renault,Clio 1.5 dCi 110 Dynamique S Nav 5dr GT Line Look,HV17BKD,Castle Donnington,Manual,5,Diesel,80,12E,90,41640,2017,10899,7411.0,18310.0,219.06,7.9,False,https://www.availablecar.com/used-cars/renault-clio-55328
459,Peugeot,108 1.0 Active 5dr,LB18UJS,Sutton in Ashfield,Automatic,4,Petrol,67,6E,97,8777,2018,10899,611.0,11510.0,219.06,7.9,False,https://www.availablecar.com/used-cars/peugeot-108-55157
460,Audi,A1 1.0 TFSI 95 SE,BA16HBX,Cannock,Manual,4,Petrol,67,15E,97,52125,2016,10899,3576.0,14475.0,219.06,7.9,False,https://www.availablecar.com/used-cars/audi-a1-54717
461,Peugeot,208 1.2 PureTech 82 Tech Edition,VN68BXA,Castle Donnington,Manual,5,Petrol,51,12E,110,30923,2018,10899,4766.0,15665.0,219.06,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-54217
462,Citroen,C1 Airscape 1.0 VTi Flair 5dr,LC67BHJ,Leeds,Automatic,4,Petrol,67,7E,97,16549,2017,10899,2276.0,13175.0,219.06,7.9,False,https://www.availablecar.com/used-cars/citroen-c1-52413
463,Fiat,500 1.2 Pop Star 3dr,AU17XOE,Castle Donnington,Automatic,4,Petrol,62,8U,105,15021,2017,10899,2071.0,12970.0,219.06,7.9,False,https://www.availablecar.com/used-cars/fiat-500-52402
464,Mini,Cooper 1.5D 5dr Media XL,DW17CFM,Cannock,Manual,5,Diesel,78,15E,95,63465,2017,10899,6571.0,17470.0,219.06,7.9,True,https://www.availablecar.com/used-cars/mini-hatch-48966
465,Peugeot,208 1.2 PureTech 82 Signature,FE19EWF,Sutton in Ashfield,Manual,5,Petrol,51,11E,110,29627,2019,10899,3451.0,14350.0,219.06,7.9,False,https://www.availablecar.com/used-cars/peugeot-208-47387
466,Abarth,595 1.4 T-Jet 145,YB67GHJ,Leeds,Manual,4,Petrol,47,29U,139,42600,2017,10899,4356.0,15255.0,219.06,7.9,False,https://www.availablecar.com/used-cars/abarth-595-46663
467,Fiat,500 1.2 Collezione,RX68WYP,Leeds,Manual,4,Petrol,42,8U,122,13963,2018,10899,2941.0,13840.0,219.06,7.9,False,https://www.availablecar.com/used-cars/fiat-500-46661
468,Vauxhall,Adam 1.2 Energised,DG68HVO,Leeds,Manual,4,Petrol,50,2E,128,2503,2018,10899,4176.0,15075.0,219.06,7.9,False,https://www.availablecar.com/used-cars/vauxhall-adam-46272
469,Volkswagen,Polo 1.2 TSI 90 Match,NJ66BUW,Sutton in Ashfield,Manual,5,Petrol,60,15E,107,42039,2016,10899,3151.0,14050.0,219.06,7.9,False,https://www.availablecar.com/used-cars/volkswagen-polo-45647
470,Volkswagen,Polo 1.0 75 Match,BJ66LWC,Leeds,Manual,5,Petrol,,9E,108,30626,2016,10899,3161.0,14060.0,219.06,7.9,True,https://www.availablecar.com/used-cars/volkswagen-polo-45009
471,Citroen,C4 Cactus 1.2 PureTech 110 Flair Edition,FV65SYU,Leeds,Manual,5,Petrol,65,16A,100,41262,2016,10899,7311.0,18210.0,219.06,7.9,False,https://www.availablecar.com/used-cars/citroen-c4-cactus-40616
472,Ford,Focus 1.0 E/B 125 Titanium Nav,EO16VNG,Leeds,Manual,5,Petrol,60,12E,108,50395,2016,10899,9641.0,20540.0,219.06,7.9,True,https://www.availablecar.com/used-cars/ford-focus-33239
473,DS,DS3 1.2 PureTech 110 Performance Line,GN18ZMY,Cannock,Manual,5,Petrol,65,19E,100,41585,2018,10899,7851.0,18750.0,219.06,7.9,False,https://www.availablecar.com/used-cars/ds-automobiles-ds-3-31437
474,Fiat,500X 1.6 E-torQ Pop Star 5dr,MT17JYV,Leeds,Manual,5,Petrol,44,8E,147,27459,2017,10999,5146.0,16145.0,221.06,7.9,False,https://www.availablecar.com/used-cars/fiat-500x-63738
475,Renault,Captur 0.9 TCE 90 Dynamique S Nav,MW65KPK,Leeds,Manual,5,Petrol,55,9E,114,25795,2015,10999,5741.0,16740.0,221.06,7.9,False,https://www.availablecar.com/used-cars/renault-captur-63726
476,Volvo,V40 Cross Country 2.0 120 D2 Lux,DP65DVG,Castle Donnington,Manual,5,Diesel,76,17E,96,47734,2015,10999,14916.0,25915.0,221.06,7.9,False,https://www.availablecar.com/used-cars/volvo-v40-cross-country-63603
477,Suzuki,Swift 1.0 Boosterjet SZ5,CY67HBL,Leeds,Manual,5,Petrol Hybrid,65,27D,97,29054,2017,10999,3372.0,14371.0,221.06,7.9,False,https://www.availablecar.com/used-cars/suzuki-swift-63205
478,Peugeot,2008 1.6 BlueHDi 75 Active,FY67YSN,Castle Donnington,Manual,5,Diesel,76,15E,97,28565,2017,10999,6736.0,17735.0,221.06,7.9,False,https://www.availablecar.com/used-cars/peugeot-2008-62925
479,BMW,1 116d 1.5 Sport 5dr Nav Sun Protection,YD65VTA,Castle Donnington,Manual,5,Diesel,72,15E,103,62306,2015,10999,11656.0,22655.0,221.06,7.9,True,https://www.availablecar.com/used-cars/bmw-1-series-62905
480,Mini,One 1.2 5dr 15in,DV16YLN,Cannock,Manual,5,Petrol,58,12E,112,34499,2016,10999,3621.0,14620.0,221.06,7.9,False,https://www.availablecar.com/used-cars/mini-hatch-61656
481,Smart,Fortwo Coupe 0.9 Turbo Prime Premium 2dr,SM17NXS,Sutton in Ashfield,Automatic,2,Petrol,68,8E,96,4521,2017,10999,3326.0,14325.0,221.06,7.9,False,https://www.availablecar.com/used-cars/smart-fortwo-61313
482,Audi,A3 Sportback 1.4 TFSI 122 Sport,LG14KOD,Castle Donnington,Manual,5,Petrol,53,16E,123,48562,2014,10999,10371.0,21370.0,221.06,7.9,False,https://www.availablecar.com/used-cars/audi-a3-60745
483,Hyundai,I30 1.6 Active 5dr,RE64YOH,Sutton in Ashfield,Automatic,5,Petrol,47,10E,139,21481,2014,10999,6476.0,17475.0,221.06,7.9,False,https://www.availablecar.com/used-cars/hyundai-i30-59861
484,Nissan,Juke 1.5 dCi 110 N-Connecta 5dr,BD17ENV,Cannock,Manual,5,Diesel,70,12E,104,41291,2017,10999,8496.0,19495.0,221.06,7.9,False,https://www.availablecar.com/used-cars/nissan-juke-59290
485,Ford,Ka+ 1.5 TDCi Active,XHZ4185,Castle Donnington,Manual,5,Diesel,56,10E,108,1050141,2019,10999,3826.0,14825.0,221.06,7.9,False,https://www.availablecar.com/used-cars/ford-ka-59126
486,Volkswagen,Golf Estate 1.6 TDI 115 S,VK67ZXP,Sutton in Ashfield,Manual,5,Diesel,68,15E,106,73724,2017,10999,10421.0,21420.0,221.06,7.9,False,https://www.availablecar.com/used-cars/volkswagen-golf-59104
487,Citroen,C1 1.0 VTi Urban Ride,BJ20NVN,Castle Donnington,Manual,4,Petrol,52,8E,110,4175,2020,10999,2401.0,13400.0,221.06,7.9,False,https://www.availablecar.com/used-cars/citroen-c1-56628
488,Vauxhall,Astra 1.4T 150 SRi Nav,BX16DXZ,Cannock,Manual,5,Petrol,51,16E,128,24045,2016,10999,8541.0,19540.0,221.06,7.9,True,https://www.availablecar.com/used-cars/vauxhall-astra-54266
489,Kia,Picanto 1.25 GT-Line,YT19JKN,Sutton in Ashfield,Manual,5,Petrol,47,7E,133,24832,2019,10999,1601.0,12600.0,221.06,7.9,False,https://www.availablecar.com/used-cars/kia-picanto-54002
